id,imdb_id,budget,revenue,genre_names,original_title,runtime,status,countries,title,original_language,avg_vote,vote_count,popularity,genres,year,90s,00s,10s,Drama,Thriller,Romance,Adventure,Action,History,Comedy,Mystery,Fantasy,Animation,Family,Crime,War,Science Fiction,Horror,Music,Western,TV Movie,profit,profit_margin
73624,tt2027178,,5799606.0,"['Comedy', 'Fantasy', 'Science Fiction']",O Homem do Futuro,106.0,Released,['Brazil'],The Man from the Future,Portuguese,7.4,201,6.65,"[35, 14, 878]",2011,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,,
73861,tt1273235,,,"['Crime', 'Horror', 'Thriller']",Srpski film,104.0,Released,['Serbia'],A Serbian Film,Serbian,5.5,959,18.661,"[80, 27, 53]",2010,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,
74513,tt1656192,10000000.0,3424648.0,"['Action', 'Drama', 'War']",Forces spéciales,109.0,Released,['France'],Special Forces,French,6.6,262,8.746,"[28, 18, 10752]",2011,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-6575352.0,-192.0
74879,tt1827487,,2099472.0,"['Drama', 'Crime']",Bir zamanlar Anadolu'da,150.0,Released,"['Bosnia and Herzegovina', 'Turkey']",Once Upon a Time in Anatolia,Turkish,7.6,223,8.103,"[80, 18]",2011,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
74944,tt1861375,,12326773.0,"['Family', 'Adventure']",La Guerre Des Boutons,109.0,Released,['France'],War of the Buttons,French,6.0,262,6.325,"[10751, 12]",2011,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
74945,tt1837587,,15082409.0,"['Adventure', 'Family']",La Nouvelle Guerre des boutons,100.0,Released,['France'],War of the Buttons,French,6.0,315,5.45,"[12, 10751]",2011,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
75198,tt1890377,12000000.0,13264865.0,['Comedy'],Bienvenue à bord,95.0,Released,['France'],Welcome Aboard,French,5.5,324,7.237,[35],2011,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1264865.0,9.5
75629,tt0860907,,60504045.0,"['Animation', 'Science Fiction', 'Action', 'Drama']",ヱヴァンゲリヲン新劇場版:Q,106.0,Released,['Japan'],Evangelion: 3.0 You Can (Not) Redo,Japanese,7.5,219,11.021,"[28, 16, 18, 878]",2012,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,,
77338,tt1675434,13000000.0,426588510.0,"['Drama', 'Comedy']",Intouchables,113.0,Released,['France'],The Intouchables,French,8.2,11356,42.833,"[35, 18]",2011,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,413588510.0,97.0
77459,tt0961097,25000000.0,26611650.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",Un monstre à Paris,90.0,Released,['France'],A Monster in Paris,French,6.6,696,8.539,"[12, 16, 35, 14, 10751]",2011,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1611650.0,6.1
77495,tt1437358,5000000.0,8791590.0,"['Thriller', 'Horror']",Mientras duermes,97.0,Released,['Spain'],Sleep Tight,Spanish,7.0,493,9.184,"[53, 27]",2011,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3791590.0,43.1
77561,tt1298554,7971518.0,1292789.0,"['Science Fiction', 'Drama']",EVA,94.0,Released,"['France', 'Spain']",EVA,Spanish,6.4,238,9.461,"[18, 878]",2011,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-6678729.0,-516.6
77941,tt2094019,,,['Comedy'],I soliti idioti,98.0,Released,['Italy'],I soliti idioti,Italian,4.9,252,5.16,[35],2011,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
77944,tt2076251,11000000.0,16454499.0,['Comedy'],La Peggior Settimana Della Mia Vita,93.0,Released,['Italy'],The Worst Week of My Life,Italian,6.2,345,6.374,[35],2011,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5454499.0,33.1
79108,tt1756750,,2865068.0,['Comedy'],Starbuck,103.0,Released,['Canada'],Starbuck,French,6.9,291,7.064,[35],2011,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
79643,tt2109087,,7855434.0,['Comedy'],Anche se è amore non si vede,94.0,Released,[],Anche se è amore non si vede,Italian,6.3,253,6.127000000000002,[35],2011,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
79707,tt1839494,,600486.0,"['Animation', 'Adventure', 'Drama', 'Fantasy']",星を追う子ども,116.0,Released,['Japan'],Children Who Chase Lost Voices,Japanese,7.1,337,12.203,"[12, 16, 18, 14]",2011,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,
80015,tt1730697,,20587850.0,['Comedy'],Hollywoo,107.0,Released,['France'],Hollywoo,French,5.5,454,5.553,[35],2011,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
80184,tt1772250,,6318409.0,"['Thriller', 'Mystery']",La cara oculta,92.0,Released,"['Spain', 'Colombia']",The Hidden Face,Spanish,7.1,479,46.426,"[9648, 53]",2011,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
80280,tt1649444,6400000.0,11019975.0,['Horror'],[REC]³ Génesis,80.0,Released,['Spain'],[REC]³ Genesis,Spanish,5.0,808,16.492,[27],2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4619975.0,41.9
81342,tt1828995,,11597420.0,"['Drama', 'Comedy', 'Romance']",La Délicatesse,108.0,Released,['France'],Delicacy,French,6.4,287,7.825,"[18, 35, 10749]",2011,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
83389,tt1798188,22000000.0,61459425.0,"['Animation', 'Drama']",コクリコ坂から,91.0,Released,['Japan'],From Up on Poppy Hill,Japanese,7.5,770,15.779000000000002,"[16, 18]",2011,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,39459425.0,64.2
85038,tt1756415,6000000.0,34995189.0,['Comedy'],Benvenuti al Nord,110.0,Released,['Italy'],Welcome to the North,Italian,5.8,935,8.186,[35],2012,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,28995189.0,82.9
85041,tt2174031,,15512578.0,['Comedy'],Immaturi - Il viaggio,100.0,Released,['Italy'],Immaturi - Il viaggio,Italian,6.0,464,7.125,[35],2012,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
85735,tt1638328,,7526448.0,"['Romance', 'Comedy']",L'amour dure trois ans,98.0,Released,"['Belgium', 'France']",Love Lasts Three Years,French,5.7,262,5.83,"[35, 10749]",2011,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
85739,tt1893195,5000000.0,3847381.0,"['Action', 'Drama', 'Crime']",ACAB : All Cops Are Bastards,112.0,Released,"['France', 'Italy']",ACAB : All Cops Are Bastards,Italian,7.0,523,9.618,"[28, 18, 80]",2012,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-1152619.0,-30.0
85872,tt1911553,,9245235.0,['Comedy'],Comme un chef,84.0,Released,"['France', 'Spain']",Le Chef,French,6.0,327,8.08,[35],2012,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
86331,tt1879030,1344000.0,,"['Drama', 'Romance']",Q,103.0,Released,['France'],Desire,French,4.7,218,33.989000000000004,"[18, 10749]",2011,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
86837,tt1602620,8900000.0,29664140.0,"['Drama', 'Romance']",Amour,127.0,Released,"['France', 'Austria', 'Germany']",Amour,French,7.8,889,11.353,"[18, 10749]",2012,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20764140.0,70.0
86868,tt1794850,25496629.0,40928635.0,['Comedy'],La Vérité si je Mens ! 3,120.0,Released,['France'],Would I Lie to You? 3,French,5.6,225,5.46,[35],2012,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15432006.0,37.7
87368,tt1860152,4141459.0,452024.0,['Drama'],17 filles,87.0,Released,['France'],17 Girls,French,5.5,214,5.017,[18],2011,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3689435.0,-816.2
88273,tt1276419,8000000.0,14758997.0,"['Drama', 'History', 'Romance']",En kongelig affære,137.0,Released,"['Czech Republic', 'Denmark', 'Germany', 'Sweden']",A Royal Affair,Danish,7.4,537,8.921,"[18, 36, 10749]",2012,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6758997.0,45.8
89673,tt1969012,8447395.0,9065716.0,['Comedy'],Com'è bello far l'amore,97.0,Released,['Italy'],Love is in the Air,Italian,5.3,208,6.7,[35],2012,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,618321.0,6.8
89899,tt2087850,,24629152.0,['Comedy'],Les infidèles,109.0,Released,['France'],The Players,French,4.7,466,8.757,[35],2012,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
92321,tt2061702,,,"['Romance', 'Animation', 'Fantasy']",蛍火の杜へ,45.0,Released,['Japan'],Hotarubi no Mori e,Japanese,8.1,341,0.6,"[16, 14, 10749]",2011,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,
94329,tt1899353,1100000.0,9148519.0,"['Action', 'Thriller', 'Crime']",Serbuan maut,101.0,Released,"['United States of America', 'France', 'Indonesia']",The Raid,Indonesian,7.4,1900,21.349,"[28, 80, 53]",2012,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,8048519.0,88.0
94562,tt1650536,,23957607.0,['Comedy'],Türkisch für Anfänger,105.0,Released,['Germany'],Turkish for Beginners,German,6.4,226,10.113,[35],2012,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
96714,tt1934234,6453637.0,4341211.0,['Drama'],Diaz - Don't Clean Up This Blood,127.0,Released,"['Italy', 'Romania', 'France']",Diaz - Don't Clean Up This Blood,Italian,7.1,211,7.619,[18],2012,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2112426.0,-48.7
97365,tt2053425,15400000.0,25807712.0,"['Drama', 'Romance']",De rouille et d'os,123.0,Released,"['France', 'Belgium']",Rust and Bone,French,7.2,879,10.546,"[18, 10749]",2012,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10407712.0,40.3
98567,tt1424310,48000000.0,171339013.0,"['Action', 'Adventure']",十二生肖,109.0,Released,"['China', 'Hong Kong']",Chinese Zodiac,Chinese,6.0,422,14.589,"[28, 12]",2012,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,123339013.0,72.0
99579,tt1753813,,6366835.0,"['Drama', 'History']",Les Adieux à la reine,100.0,Released,"['France', 'Spain']","Farewell, My Queen",French,5.9,200,6.018,"[18, 36]",2012,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,
99770,tt1597522,61000000.0,61319383.0,"['Family', 'Adventure', 'Comedy']",Astérix & Obélix - Au service de Sa Majesté,110.0,Released,"['France', 'Hungary', 'Italy', 'Spain']",Asterix & Obelix: God Save Britannia,French,5.0,800,10.231,"[12, 35, 10751]",2012,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,319383.0,0.5
100271,tt1853614,,6748888.0,"['Comedy', 'Fantasy', 'Animation', 'Drama', 'Family']",ももへの手紙,120.0,Released,['Japan'],A Letter to Momo,Japanese,7.6,204,7.843,"[35, 14, 16, 18, 10751]",2012,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,,
102207,tt1723642,50000000.0,50146474.0,"['Adventure', 'Comedy', 'Family']",Sur la piste du Marsupilami,105.0,Released,"['Belgium', 'France', 'Mexico']",HOUBA! On the Trail of the Marsupilami,French,5.2,567,9.442,"[12, 35, 10751]",2012,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,146474.0,0.3
103112,tt0930085,2200000.0,,['Comedy'],Olè,104.0,Released,[],Olè,Italian,3.9,225,6.738,[35],2006,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
103328,tt2076220,,1954125.0,"['Drama', 'Fantasy']",Holy Motors,115.0,Released,"['France', 'Germany']",Holy Motors,French,7.1,578,7.775,"[18, 14]",2012,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,
103663,tt2106476,3800000.0,17230506.0,['Drama'],Jagten,116.0,Released,"['Denmark', 'Sweden']",The Hunt,Danish,8.1,1912,26.518,[18],2012,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13430506.0,77.9
109689,tt1797504,,24016152.0,"['Drama', 'Romance']",Tengo ganas de ti,130.0,Released,['Spain'],I Want You,Spanish,6.9,810,18.022,"[18, 10749]",2012,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
110160,tt1650048,9500000.0,399784.0,"['Drama', 'Romance']",Laurence Anyways,168.0,Released,"['Canada', 'France']",Laurence Anyways,French,7.8,452,9.142,"[18, 10749]",2012,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9100216.0,-2276.3
110390,tt1883180,,1472431.0,"['Drama', 'Comedy']",En duva satt på en gren och funderade på tillvaron,100.0,Released,"['Sweden', 'France', 'Germany', 'Norway']",A Pigeon Sat on a Branch Reflecting on Existence,Swedish,6.8,233,6.987,"[35, 18]",2014,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
110398,tt2059255,,7699095.0,"['Drama', 'History']",No,118.0,Released,"['Mexico', 'Chile', 'France', 'United States of America']",No,Spanish,7.2,257,6.732,"[18, 36]",2012,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,
110415,tt1706620,39200000.0,86758912.0,"['Action', 'Science Fiction', 'Drama']",Snowpiercer,127.0,Released,"['South Korea', 'Czech Republic', 'United States of America']",Snowpiercer,Korean,6.8,5753,33.001,"[28, 18, 878]",2013,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,47558912.0,54.8
110420,tt2140203,,54999779.0,"['Animation', 'Drama', 'Family', 'Fantasy']",おおかみこどもの雨と雪,117.0,Released,['Japan'],Wolf Children,Japanese,8.2,1253,18.612,"[16, 18, 14, 10751]",2012,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,,
111083,tt1937149,,8779609.0,"['Thriller', 'Mystery']",El cuerpo,108.0,Released,['Spain'],The Body,Spanish,7.7,655,10.517,"[53, 9648]",2012,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
112198,tt2179121,,31303580.0,"['Drama', 'Comedy']",Le Prénom,109.0,Released,"['France', 'Belgium']",What's in a Name,French,7.3,1065,8.745,"[35, 18]",2012,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
113082,tt2210479,,2152610.0,"['Action', 'Adventure', 'Fantasy', 'Animation']",ベルセルク 黄金時代篇I 覇王の卵,76.0,Released,['Japan'],Berserk: The Golden Age Arc I - The Egg of the King,Japanese,7.2,227,9.747,"[28, 12, 16, 14]",2012,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,,
113160,tt2152779,6180000.0,1541144.0,"['Drama', 'Romance']",Ma première fois,95.0,Released,['France'],My First Time,French,6.7,463,6.659,"[18, 10749]",2012,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4638856.0,-301.0
118293,tt1655413,,2514478.0,"['Comedy', 'Animation', 'Music']",Le magasin des suicides,76.0,Released,"['Belgium', 'France', 'Canada']",The Suicide Shop,French,6.4,385,7.007999999999999,"[35, 16, 10402]",2012,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,,
121642,tt1396226,13000000.0,9075131.0,"['Drama', 'Romance', 'War']",Venuto al mondo,127.0,Released,"['Italy', 'Spain', 'Croatia']",Twice Born,Italian,7.4,318,9.257,"[18, 10749, 10752]",2012,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-3924869.0,-43.2
121734,tt1764625,10500000.0,49491605.0,"['Animation', 'Comedy', 'Adventure', 'Family']",Las aventuras de Tadeo Jones,90.0,Released,['Spain'],"Tad, the Lost Explorer",Spanish,5.8,303,9.958,"[16, 35, 12, 10751]",2012,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,38991605.0,78.8
121875,tt1964624,,16190771.0,"['Comedy', 'Drama', 'Mystery', 'Thriller']",Dans la maison,105.0,Released,['France'],In the House,French,7.3,483,9.196,"[35, 18, 9648, 53]",2012,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,
121936,tt1872880,15000000.0,16840841.0,"['Comedy', 'Romance']",Un Bonheur n'arrive jamais seul,110.0,Released,['France'],Happiness Never Comes Alone,French,6.2,303,8.828,"[35, 10749]",2012,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1840841.0,10.9
123103,tt1780762,2000000.0,294696.0,"['Horror', 'Thriller']",Aftershock,89.0,Released,"['Chile', 'United States of America']",Aftershock,Spanish,5.1,205,7.231,"[27, 53]",2012,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1705304.0,-578.7
123229,tt2282849,,7893757.0,['Comedy'],Les Kaïra,98.0,Released,['France'],Porn in the Hood,French,5.1,223,8.006,[35],2012,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
126319,tt1816518,12516654.0,8111137.0,"['Animation', 'Comedy', 'Drama', 'Family']",Ernest et Célestine,78.0,Released,"['Belgium', 'France', 'Luxembourg']",Ernest & Celestine,French,7.7,301,14.711,"[16, 35, 18, 10751]",2012,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,-4405517.0,-54.3
126963,tt2263944,,50461371.0,"['Animation', 'Action']",ドラゴンボールZ 神と神,85.0,Released,"['Japan', 'United States of America']",Dragon Ball Z: Battle of Gods,Japanese,6.6,844,19.333,"[28, 16]",2013,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,
127533,tt1979319,,37687024.0,"['Action', 'Drama', 'History']",るろうに剣心,134.0,Released,['Japan'],Rurouni Kenshin: Origins,Japanese,7.5,285,14.158,"[28, 18, 36]",2012,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,
129112,tt2258858,,6499169.0,['Drama'],وجدة‎‎,98.0,Released,"['Germany', 'Jordan', 'Saudi Arabia', 'United Arab Emirates']",Wadjda,Arabic,7.3,259,8.699,[18],2012,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
133469,tt1850394,,31822402.0,"['Drama', 'Comedy', 'Romance']",Les seigneurs,97.0,Released,['France'],The Dream Team,French,5.0,488,6.89,"[35, 18, 10749]",2012,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
133698,tt1986843,,16049338.0,"['Comedy', 'Romance']",Un Plan parfait,104.0,Released,['France'],Fly Me to the Moon,French,5.8,404,7.256,"[35, 10749]",2012,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
136403,tt2070776,,12698385.0,"['Comedy', 'Romance']",Populaire,111.0,Released,['France'],Populaire,French,6.6,361,5.987,"[35, 10749]",2012,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
137182,tt2024519,,5990754.0,['Drama'],The Broken Circle Breakdown,112.0,Released,"['Belgium', 'Netherlands']",The Broken Circle Breakdown,Dutch,7.8,687,6.235,[18],2012,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
140870,tt2368672,19700000.0,23047905.0,"['Animation', 'Adventure', 'Family']",Minuscule - La vallée des fourmis perdues,89.0,Released,"['Belgium', 'France']",Minuscule: Valley of the Lost Ants,French,6.8,225,11.581,"[12, 16, 10751]",2013,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3347905.0,14.5
142320,tt2508478,,6880371.0,['Comedy'],Viva l'Italia,100.0,Released,['Italy'],Viva l'Italia,Italian,6.4,227,6.29,[35],2012,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
144789,tt2243389,5000000.0,21245677.0,['Comedy'],Los amantes pasajeros,90.0,Released,['Spain'],I'm So Excited!,Spanish,5.8,437,7.13,[35],2013,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16245677.0,76.5
145247,tt2113681,9250000.0,51167572.0,"['Adventure', 'Comedy', 'Drama']",Hundraåringen som klev ut genom fönstret och försvann,114.0,Released,['Sweden'],The 100 Year-Old Man Who Climbed Out the Window and Disappeared,Swedish,6.8,566,12.609000000000002,"[12, 35, 18]",2013,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,41917572.0,81.9
146375,tt1937133,,25109572.0,"['Comedy', 'Action', 'Crime']",De l'autre côté du périph,96.0,Released,['France'],On the Other Side of the Tracks,French,5.5,417,5.299,"[28, 35, 80]",2012,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,,
147868,tt2550838,6843500.0,10275097.0,['Comedy'],Il peggior Natale della mia vita,0.0,Released,['Italy'],The Worst Christmas of My Life,Italian,5.9,356,6.691,[35],2012,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3431597.0,33.4
149870,tt2013293,30000000.0,136454220.0,['Animation'],風立ちぬ,126.0,Released,['Japan'],The Wind Rises,Japanese,7.8,1514,20.239,[16],2013,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,106454220.0,78.0
149871,tt2576852,49300000.0,24638337.0,"['Animation', 'Drama', 'Fantasy']",かぐや姫の物語,137.0,Released,['Japan'],The Tale of the Princess Kaguya,Japanese,8.1,822,17.601,"[16, 18, 14]",2013,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,-24661663.0,-100.1
152584,tt2278871,4300000.0,19465835.0,"['Romance', 'Drama']",La Vie d'Adèle - Chapitres 1 et 2,180.0,Released,"['Belgium', 'France', 'Spain']",Blue Is the Warmest Color,French,7.1,2794,15.158,"[10749, 18]",2013,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15165835.0,77.9
152780,tt2404461,11000000.0,12673462.0,"['Drama', 'Mystery']",Le passé,130.0,Released,"['France', 'Italy', 'Iran']",The Past,French,7.4,297,9.511,"[18, 9648]",2013,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1673462.0,13.2
153158,tt1634003,22000000.0,32768940.0,"['Animation', 'Adventure', 'Romance']",Metegol,106.0,Released,"['Argentina', 'Spain']",Underdogs,Spanish,6.1,217,6.523,"[12, 16, 10749]",2013,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10768940.0,32.9
156547,tt2483050,,7354579.0,['Comedy'],Mai Stati Uniti,90.0,Released,['Italy'],Us in the U.S.,Italian,5.9,220,6.096,[35],2013,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
157820,tt2027140,,10435322.0,"['Drama', 'Fantasy']",L'écume des jours,131.0,Released,['France'],Mood Indigo,French,6.2,393,8.52,"[18, 14]",2013,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,
159121,tt2215395,,14691318.0,"['Crime', 'Comedy']",Paulette,87.0,Released,['France'],Paulette,French,6.5,266,7.8,"[35, 80]",2013,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,
160885,tt2626902,,,['Comedy'],Tel chi el telùn,0.0,Released,[],Tel chi el telùn,Italian,8.1,249,6.404,[35],2009,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
165213,tt2625030,,31672872.0,['Thriller'],신세계,134.0,Released,['South Korea'],New World,Korean,7.4,217,9.45,[53],2013,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
166666,tt1667355,,6677474.0,"['Crime', 'Drama']",3096 Tage,111.0,Released,['Germany'],3096 Days,German,7.0,283,8.945,"[80, 18]",2013,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
167581,tt2617828,,599721.0,"['Drama', 'Romance']",Freier Fall,100.0,Released,['Germany'],Free Fall,German,7.6,445,15.97,"[18, 10749]",2013,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
168055,tt2298384,,3222965.0,"['Comedy', 'Romance']",Amour & turbulences,96.0,Released,['France'],Love Is in the Air,French,6.0,285,5.981,"[35, 10749]",2013,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
168615,tt2538654,22160664.0,17400053.0,"['Comedy', 'Family']",Boule & Bill,82.0,Released,['France'],Boule & Bill,French,4.4,201,6.155,"[35, 10751]",2013,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-4760611.0,-27.4
169020,tt2293138,,9979302.0,['Comedy'],Vive la France,95.0,Released,['France'],Vive la France,French,5.2,242,7.433,[35],2013,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
170354,tt2467480,,18614277.0,['Comedy'],Il principe abusivo,97.0,Released,['Italy'],The Unlikely Prince,Italian,6.1,502,7.2,[35],2013,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
170522,tt3759416,30000000.0,42800509.0,"['Animation', 'Comedy', 'Adventure', 'Family']",Astérix: Le domaine des dieux,85.0,Released,"['France', 'United States of America']",Asterix: The Mansions of the Gods,French,6.8,839,16.544,"[12, 16, 35, 10751]",2014,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,12800509.0,29.9
172106,tt2018079,,15288523.0,['Drama'],Jappeloup,130.0,Released,['France'],Jappeloup,French,7.2,268,6.847,[18],2013,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
173185,tt2186812,,12604999.0,['Comedy'],20 ans d'écart,92.0,Released,['France'],It Boy,French,6.3,754,12.916,[35],2013,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
175116,tt2751576,,3096999.0,['Comedy'],Buongiorno papà,0.0,Released,['Italy'],Out of the Blue,Italian,6.0,225,7.455,[35],2013,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
