id,title,original_language,avg_vote,vote_count,popularity,genres,release_date,adult
10481,102 Dalmatians,en,5.4,855,11.98,"[35, 10751]",2000-10-07,False
10603,George of the Jungle,en,5.4,1203,11.763,"[12, 35, 10751, 10749]",1997-07-15,False
8944,What Just Happened,en,5.4,254,10.748,"[35, 18]",2008-10-17,False
8869,Eight Legged Freaks,en,5.4,597,11.181,"[28, 35, 27, 53]",2002-07-17,False
343173,The Rezort,en,5.4,224,8.218,[27],2016-04-22,False
13572,Twisted,en,5.4,282,10.584,"[28, 12, 80, 18, 53]",2004-02-27,False
9334,The Scorpion King,en,5.4,1943,24.755,"[28, 12, 14]",2002-04-18,False
10160,A Nightmare on Elm Street: The Dream Child,en,5.4,636,14.299,"[27, 53]",1989-08-11,False
9447,Babe: Pig in the City,en,5.4,742,10.893,"[12, 35, 18, 14, 10751]",1998-11-25,False
4551,Be Cool,en,5.4,544,11.771,"[35, 80]",2005-03-04,False
9842,School for Scoundrels,en,5.4,211,8.1,"[35, 18, 10749]",2006-09-29,False
11428,Sleepwalkers,en,5.4,227,9.887,"[14, 27, 53]",1992-04-10,False
9074,The Man,en,5.4,299,7.516,"[28, 35, 80]",2005-09-08,False
1975,The Grudge 2,en,5.4,606,13.205,"[27, 53]",2006-10-13,False
134366,Grave Encounters 2,en,5.4,503,11.661,[27],2012-10-12,False
11132,Confessions of a Teenage Drama Queen,en,5.4,589,12.14,[35],2004-02-17,False
336455,Viral,en,5.4,293,9.187,"[18, 27, 878]",2016-02-18,False
210860,Mortdecai,en,5.4,1893,20.676,"[12, 35]",2015-01-21,False
9453,Caligula,en,5.4,325,19.035,"[18, 36, 10749]",1979-01-21,False
11041,The Beverly Hillbillies,en,5.4,226,12.768,[35],1993-10-15,False
9070,Mighty Morphin Power Rangers: The Movie,en,5.4,353,11.858,"[28, 12, 14, 878, 10751]",1995-06-30,False
83,Open Water,en,5.4,655,12.424,"[18, 27, 53]",2003-12-29,False
8975,The Marine,en,5.4,322,9.85,"[28, 12, 18, 53]",2006-10-13,False
254191,Honeymoon,en,5.4,409,8.486,[27],2014-09-12,False
9683,Bubble Boy,en,5.4,330,10.207,"[12, 35, 18, 10749]",2001-08-24,False
80035,The Watch,en,5.4,1525,11.97,"[28, 35, 878]",2012-07-26,False
9794,Employee of the Month,en,5.4,346,7.722,"[35, 10749]",2006-10-06,False
5851,Showtime,en,5.4,552,10.512,"[28, 35]",2002-03-14,False
380124,Boo! A Madea Halloween,en,5.4,302,9.598,"[35, 18, 27]",2016-10-21,False
37931,MacGruber,en,5.4,316,10.335,"[28, 12, 35]",2010-05-21,False
14435,My Bloody Valentine,en,5.4,657,10.136,"[27, 9648]",2009-01-16,False
429471,Captive State,en,5.4,459,13.605,[878],2019-03-15,False
82990,Paranormal Activity 4,en,5.4,1211,10.313,[27],2012-10-17,False
22949,Old Dogs,en,5.4,430,9.211,"[35, 10751]",2009-11-24,False
2124,Color of Night,en,5.4,250,12.725,"[18, 53, 10749]",1994-08-19,False
314385,By the Sea,en,5.4,376,21.912,"[18, 10749]",2015-11-12,False
516043,Arrivano i prof,it,5.4,218,5.878,[35],2018-05-01,False
23966,Deadgirl,en,5.4,200,15.495,"[27, 53, 10749]",2008-09-06,False
9471,Charlie's Angels: Full Throttle,en,5.4,1962,20.796,"[28, 12, 35]",2003-06-27,False
76649,Pompeii,en,5.4,2329,16.265,"[28, 12, 18, 36, 10749]",2014-02-18,False
413471,The Late Bloomer,en,5.4,220,8.938,"[35, 18, 10749]",2016-10-07,False
23742,Cop Out,en,5.4,913,15.89,"[28, 35, 80]",2010-02-26,False
3132,Bad Company,en,5.4,435,10.775,"[28, 12, 35, 53]",2002-06-07,False
15709,Changing Sides,fr,5.4,211,7.973,[35],2008-01-07,False
1250,Ghost Rider,en,5.4,3733,19.941,"[28, 14, 27, 53]",2007-02-16,False
77234,The Numbers Station,en,5.4,341,10.208,"[28, 53]",2013-04-18,False
9406,An American Werewolf in Paris,en,5.4,314,9.376,"[35, 27]",1997-12-25,False
9954,The Covenant,en,5.4,608,12.46,"[14, 27]",2006-09-08,False
34494,Sorry if I Love You,it,5.4,438,9.35,[35],2008-01-25,False
96936,The Bling Ring,en,5.4,2291,15.435,"[18, 80]",2013-06-12,False
49950,The Roommate,en,5.4,575,10.954,"[18, 27, 53]",2011-02-04,False
43074,Ghostbusters,en,5.4,4284,26.18,"[28, 35, 14]",2016-07-14,False
26688,Sorority Row,en,5.4,339,11.597,"[27, 9648]",2009-09-09,False
22787,Whiteout,en,5.4,411,12.705,"[28, 80, 9648, 53]",2009-09-09,False
459928,12 Feet Deep,en,5.4,240,13.118,"[27, 53]",2017-06-20,False
97430,The Man with the Iron Fists,en,5.4,686,10.145,[28],2012-11-02,False
70074,Bullet to the Head,en,5.4,767,12.179,"[28, 80, 53]",2013-01-31,False
10200,The Day the Earth Stood Still,en,5.4,2021,25.109,"[18, 878, 53]",2008-12-10,False
323020,Bis,fr,5.4,354,7.475,[35],2015-02-18,False
286873,Northmen: A Viking Saga,en,5.4,225,8.039,[12],2014-09-27,False
124459,The Incredible Burt Wonderstone,en,5.4,994,7.764,[35],2013-03-14,False
9009,Dark Water,en,5.4,562,12.816,"[18, 27, 53]",2005-07-08,False
6171,Dreamcatcher,en,5.4,1062,14.355,"[18, 27, 878, 53]",2003-03-21,False
364067,A Very Murray Christmas,en,5.4,272,9.791,"[35, 10402]",2015-12-04,False
46441,Mirrors 2,en,5.4,219,9.087,"[27, 9648, 53]",2010-10-18,False
10172,Are We Done Yet?,en,5.4,324,9.014,"[35, 10751]",2007-04-04,False
401905,Fahrenheit 451,en,5.4,471,12.405,"[18, 878, 53]",2018-05-12,False
71672,Wrong Turn 4: Bloody Beginnings,en,5.4,504,14.619,"[27, 53]",2011-10-17,False
1534,Pathfinder,en,5.4,348,14.271,"[12, 28]",2007-01-11,False
10805,Staying Alive,en,5.4,236,14.252,"[18, 10402]",1983-07-11,False
1641,Forces of Nature,en,5.4,326,11.159,"[10749, 35]",1999-03-12,False
121856,Assassin's Creed,en,5.4,5547,15.91,"[28, 12, 878]",2016-12-21,False
54309,The Night Before the Exams Today,it,5.4,501,7.725,[35],2007-02-14,False
185341,[REC]⁴ Apocalypse,es,5.4,573,14.571,"[27, 53]",2014-10-31,False
10610,The Medallion,en,5.4,623,12.651,"[28, 35, 14, 53]",2003-08-15,False
8859,"Dude, Where's My Car?",en,5.4,1100,15.122,"[35, 878]",2000-12-15,False
94380,Bad Ass,en,5.4,223,10.721,"[28, 18]",2012-04-12,False
348537,Spanish Affair 2,es,5.4,273,6.555,"[35, 10749]",2015-11-20,False
17684,Chouchou,fr,5.4,300,6.378,[35],2003-03-19,False
298614,Do Not Disturb,fr,5.4,232,6.23,[35],2014-12-31,False
16258,The Butterfly Effect 3: Revelations,en,5.4,323,20.984,"[80, 18, 878, 53]",2009-01-09,False
10008,An American Haunting,en,5.4,233,8.716,"[27, 53]",2005-05-05,False
8275,American Pie Presents: The Naked Mile,en,5.4,1240,24.602,[35],2006-12-07,False
23023,Tooth Fairy,en,5.4,1281,15.853,"[35, 14, 10751]",2010-01-14,False
9531,Superman III,en,5.4,984,14.864,"[28, 12, 35, 878]",1983-06-17,False
330947,Song to Song,en,5.4,539,9.848,"[18, 10749]",2017-03-17,False
10069,Stay Alive,en,5.4,358,9.436,"[27, 53]",2006-03-24,False
18162,Land of the Lost,en,5.4,751,11.587,"[12, 35, 878, 10751]",2009-06-05,False
222936,Aloha,en,5.4,1400,16.94,"[35, 18, 10749]",2015-05-27,False
47327,Drive Angry,en,5.4,1111,15.865,"[28, 80, 14, 53]",2011-02-24,False
10885,Shutter,en,5.4,378,10.518,"[27, 9648, 53]",2008-03-21,False
9969,Deck the Halls,en,5.4,308,10.902,"[35, 10751]",2006-11-22,False
230179,Big Game,en,5.4,742,13.237,"[28, 12, 53]",2014-09-05,False
38317,Zookeeper,en,5.4,1042,13.306,"[35, 10749, 10751]",2011-07-06,False
112454,Clown,en,5.4,802,8.241,[27],2014-11-13,False
10596,Replicant,en,5.4,201,11.332,"[28, 12, 878, 53]",2001-05-11,False
17825,The 11 Commandments,fr,5.4,267,6.174,"[35, 18]",2004-02-04,False
371608,The Strangers: Prey at Night,en,5.4,782,15.846,"[27, 53]",2018-03-07,False
11451,Herbie Fully Loaded,en,5.4,1421,16.493,"[35, 10751, 12, 14, 10749]",2005-06-22,False
430528,If I Were a Boy,fr,5.4,263,7.265,[35],2017-02-22,False
84174,Bachelorette,en,5.4,851,10.186,"[35, 10749]",2012-08-06,False
203835,Amityville: The Awakening,en,5.4,677,14.377,"[27, 53]",2017-07-20,False
1735,The Mummy: Tomb of the Dragon Emperor,en,5.4,2919,27.813,"[28, 12, 14]",2008-07-01,False
476926,The Titan,en,5.4,760,11.552,"[878, 53]",2018-03-30,False
394830,The Crucifixion,en,5.4,250,16.345,"[27, 9648, 53]",2017-04-27,False
378236,The Emoji Movie,en,5.4,1750,30.262,"[16, 35, 10751]",2017-07-23,False
22894,Legion,en,5.4,1367,18.525,"[28, 14, 27]",2010-01-21,False
44564,The Dilemma,en,5.3,562,9.719,"[35, 18]",2011-01-13,False
19824,Van Wilder: Freshman Year,en,5.3,212,10.422,[35],2009-06-02,False
280391,Animal Kingdom: Let's Go Ape,fr,5.3,256,5.686,"[12, 16, 35]",2015-04-08,False
89673,Love is in the Air,it,5.3,208,6.7,[35],2012-02-10,False
68737,Seventh Son,en,5.3,1727,32.813,"[12, 14]",2014-12-12,False
10587,Police Academy 4: Citizens on Patrol,en,5.3,629,11.892,"[35, 80]",1987-04-02,False
10829,Tremors 3: Back to Perfection,en,5.3,313,10.055,"[28, 35, 27, 878, 53]",2001-10-02,False
531949,Father of the Year,en,5.3,282,9.223,[35],2018-07-20,False
424619,Les Tuche 3,fr,5.4,552,7.61,[35],2018-01-31,False
76757,Jupiter Ascending,en,5.3,4890,34.659,"[28, 12, 14, 878]",2015-02-04,False
225886,Sex Tape,en,5.3,3031,30.321,[35],2014-07-17,False
171424,The Green Inferno,en,5.3,746,13.155,"[28, 12, 27, 53]",2014-09-04,False
14175,Valiant,en,5.3,532,13.596,"[12, 16, 35, 10751, 10752]",2005-03-25,False
8274,American Pie Presents: Band Camp,en,5.3,1327,18.347,[35],2005-10-30,False
612152,Secret Obsession,en,5.3,638,12.957,"[18, 53]",2019-07-18,False
453201,The 15:17 to Paris,en,5.3,998,12.488,"[18, 36, 53]",2018-02-02,False
9904,The Wild,en,5.3,597,14.216,"[16, 10751]",2006-03-06,False
340677,I.T.,en,5.3,394,15.636,"[80, 18, 53]",2016-09-09,False
227348,Paranormal Activity: The Marked Ones,en,5.3,883,12.379,"[27, 53]",2014-01-01,False
9513,Garfield: A Tail of Two Kitties,en,5.3,1258,13.977,"[16, 35, 10751]",2006-06-15,False
11637,Are We There Yet?,en,5.3,530,9.425,"[12, 35, 10749, 10751]",2005-01-20,False
8427,I Spy,en,5.3,570,10.937,"[28, 12, 35, 53]",2002-10-31,False
312831,The Hallow,en,5.3,350,7.432,"[14, 27]",2015-11-06,False
444902,Dirty Dancing,en,5.3,289,13.802,"[18, 10402, 10749, 10770]",2017-05-24,False
277368,Nicholas on Holiday,fr,5.3,290,7.501,"[35, 10751]",2014-07-09,False
241258,Incarnate,en,5.3,364,10.713,"[27, 53]",2016-12-01,False
14560,Paul Blart: Mall Cop,en,5.3,1572,14.099,"[28, 12, 35, 10751]",2009-01-15,False
11618,The Haunting,en,5.3,795,13.949,"[14, 27, 9648, 53]",1999-07-23,False
104755,The Lords of Salem,en,5.3,524,11.348,"[27, 53]",2012-09-10,False
9838,King Solomon's Mines,en,5.3,203,10.023,"[28, 12, 35]",1985-11-22,False
11335,Popeye,en,5.3,330,12.522,"[28, 12, 35, 10751]",1980-12-12,False
414,Batman Forever,en,5.3,3238,19.991,"[28, 80, 14]",1995-06-16,False
92182,Silent House,en,5.3,212,7.929,"[27, 9648]",2011-01-21,False
28510,Universal Soldier: Regeneration,en,5.3,219,10.988,"[28, 12, 878, 53]",2009-10-01,False
127493,Stolen,en,5.3,638,14.076,"[28, 80, 53]",2012-09-06,False
10344,The Fly II,en,5.3,302,12.149,"[27, 878, 53]",1989-02-10,False
242076,The Bag Man,en,5.3,204,9.091,"[80, 18, 53]",2014-02-28,False
290637,Pay the Ghost,en,5.3,440,11.004,"[14, 27, 9648, 53]",2015-09-16,False
122857,Universal Soldier: Day of Reckoning,en,5.3,222,10.699,"[28, 878, 53]",2012-10-04,False
24438,Did You Hear About the Morgans?,en,5.3,625,9.264,[35],2009-12-17,False
10546,The Crow: City of Angels,en,5.3,260,12.332,"[28, 14, 53]",1996-08-29,False
109099,Passion,en,5.3,246,7.337,"[53, 18, 80, 9648]",2012-09-07,False
76617,Texas Chainsaw 3D,en,5.3,926,20.614,"[27, 53]",2013-01-03,False
19794,Labor Pains,en,5.3,264,8.616,[35],2009-07-19,False
288281,A Good Marriage,en,5.3,248,9.454,[53],2014-10-03,False
14846,Little Black Book,en,5.3,230,8.667,"[35, 18, 10749]",2004-08-06,False
70868,I Don't Know How She Does It,en,5.3,256,8.216,"[35, 10749]",2011-09-16,False
341392,Lolo,fr,5.3,232,7.496,[35],2015-09-03,False
201088,Blackhat,en,5.3,1280,25.374,"[28, 80, 53]",2015-01-13,False
17047,Agent Cody Banks 2: Destination London,en,5.3,367,13.028,"[28, 12, 35, 10751]",2004-03-12,False
41413,Sorry if I Want to Marry You,it,5.3,292,9.167,"[35, 18, 10749]",2010-02-12,False
20069,Manual of Love 2,it,5.3,208,9.927,"[35, 18]",2007-01-19,False
7840,"10,000 BC",en,5.3,1908,19.417,"[28, 12, 18, 14]",2008-02-22,False
433244,Clinical,en,5.3,249,8.187,"[27, 53]",2017-01-13,False
300665,Leatherface,en,5.3,674,15.969,"[27, 53, 9648]",2017-09-14,False
286567,Max Steel,en,5.3,426,13.407,"[28, 12, 878]",2016-10-14,False
18238,Lesbian Vampire Killers,en,5.3,217,11.898,"[35, 27]",2009-03-16,False
340103,The Monster,en,5.3,290,9.575,"[18, 27]",2016-11-11,False
13493,College Road Trip,en,5.3,206,9.705,"[35, 10751]",2008-03-07,False
11568,Blues Brothers 2000,en,5.3,358,9.856,"[28, 35, 80, 10402]",1998-02-05,False
19918,Spread,en,5.3,532,15.335,"[35, 10749]",2009-01-16,False
10923,Agent Cody Banks,en,5.3,679,14.869,[28],2003-03-14,False
9678,Little Nicky,en,5.3,900,17.803,"[35, 14, 10749]",2000-11-10,False
1977,The Grudge 3,en,5.3,344,14.397,"[9648, 27, 53]",2009-05-12,False
1792,Stuck on You,en,5.3,395,11.028,[35],2003-12-10,False
12597,Hellraiser: Inferno,en,5.3,211,11.187,"[80, 27, 53, 9648]",2000-10-03,False
12448,The Hunchback of Notre Dame II,en,5.3,480,19.315,"[16, 10751]",2002-02-05,False
347882,Sleight,en,5.3,400,5.331,"[28, 18, 878, 53]",2016-04-28,False
2752,40 Days and 40 Nights,en,5.3,660,13.994,"[35, 10749]",2002-03-01,False
393345,Cult of Chucky,en,5.3,530,17.8,"[27, 53]",2017-10-23,False
287424,Maggie,en,5.3,1079,20.044,"[18, 27, 9648]",2015-05-08,False
23047,Season of the Witch,en,5.3,1554,15.068,"[12, 14, 28]",2011-01-07,False
12767,Cold Creek Manor,en,5.3,240,8.572,"[9648, 53]",2003-09-19,False
463684,Velvet Buzzsaw,en,5.3,1166,12.148,"[27, 9648, 53]",2019-02-01,False
13767,The Santa Clause 3: The Escape Clause,en,5.3,603,11.144,"[12, 35, 10751]",2006-11-01,False
364116,The Other Side of the Door,en,5.3,522,11.833,"[53, 27]",2016-02-25,False
64586,Sleeping Beauty,en,5.3,360,13.714,"[18, 10749]",2011-06-10,False
456740,Hellboy,en,5.3,1722,23.477,"[28, 12, 14, 878]",2019-04-10,False
357096,I Spit on Your Grave III: Vengeance is Mine,en,5.3,456,21.602,"[27, 53]",2015-10-01,False
867,Sliver,en,5.3,306,14.5,"[18, 53]",1993-05-21,False
289153,"Sex, Love & Therapy",fr,5.3,203,8.409,"[35, 10749]",2014-10-01,False
41515,Yogi Bear,en,5.3,466,10.166,"[12, 16, 35, 10751]",2010-12-17,False
284564,31,en,5.3,460,15.354,"[27, 9648, 53]",2016-09-15,False
11469,Black Knight,en,5.3,660,12.753,"[12, 35, 14]",2001-11-21,False
9796,Turistas,pt,5.3,436,9.986,"[27, 53]",2006-12-01,False
452832,Serenity,en,5.3,829,20.702,"[18, 9648, 53]",2019-01-24,False
190847,The Last Days on Mars,en,5.3,462,10.225,"[27, 878, 53]",2013-08-11,False
11817,Bulletproof Monk,en,5.3,514,14.161,"[28, 35, 14]",2003-03-28,False
465109,The Week Of,en,5.3,449,7.66,[35],2018-04-27,False
10992,Cats & Dogs,en,5.3,978,12.835,"[35, 10751]",2001-07-04,False
10012,Cursed,en,5.3,353,11.089,"[35, 27]",2005-02-25,False
6519,The Dukes of Hazzard,en,5.3,648,13.935,"[28, 12, 35]",2005-08-05,False
97434,Gambit,en,5.3,420,9.017,"[35, 80]",2012-04-25,False
38319,Your Highness,en,5.3,820,12.585,"[12, 35, 14]",2011-04-08,False
20737,Air Bud,en,5.3,248,14.49,"[35, 18, 10751]",1997-08-01,False
346910,The Predator,en,5.3,2574,28.1,"[28, 12, 35, 27, 878, 53]",2018-09-05,False
226486,Tammy,en,5.3,837,11.874,[35],2014-07-02,False
9757,Norbit,en,5.3,1158,14.885,[35],2007-02-08,False
25018,Leatherface: The Texas Chainsaw Massacre III,en,5.3,218,10.219,"[27, 53]",1990-01-12,False
24150,Halloween II,en,5.3,713,14.102,[27],2009-08-28,False
13761,Pocahontas II: Journey to a New World,en,5.3,852,12.77,"[12, 16, 10749, 10751]",1998-08-04,False
44113,Stone,en,5.3,398,8.611,"[18, 53]",2010-10-07,False
8487,Wild Wild West,en,5.3,2116,17.815,"[28, 12, 35, 878, 37]",1999-06-29,False
186759,Get a Job,en,5.3,406,9.11,[35],2016-03-25,False
10281,Friday the 13th Part VII: The New Blood,en,5.3,481,11.147,"[27, 53]",1988-05-13,False
373569,Snatched,en,5.3,555,15.359,"[28, 35]",2017-05-03,False
246403,Tusk,en,5.3,707,11.722,"[35, 18, 27, 53]",2014-09-19,False
10727,Darkness Falls,en,5.3,304,14.251,"[53, 27]",2003-01-24,False
384798,Kill Command,en,5.3,331,12.141,"[28, 27, 878]",2016-05-13,False
146301,Paranormal Activity: The Ghost Dimension,en,5.3,888,12.908,"[27, 53]",2015-10-21,False
339103,Gotti,en,5.3,345,11.524,"[80, 18, 36, 53]",2018-06-14,False
338964,Bad Santa 2,en,5.3,475,12.447,"[35, 80, 18, 9648]",2016-11-23,False
203834,Jessabelle,en,5.3,496,10.058,"[27, 53]",2014-11-07,False
3513,Legionnaire,en,5.3,256,10.139,"[28, 12, 18, 36, 53]",1998-12-03,False
47964,A Good Day to Die Hard,en,5.3,4755,24.634,"[28, 53]",2013-02-06,False
10438,Beethoven's 2nd,en,5.3,522,9.793,"[35, 10751]",1993-12-14,False
316154,The Bad Batch,en,5.3,595,11.415,"[18, 27, 53]",2017-06-23,False
9413,Picture Perfect,en,5.3,206,9.749,"[35, 10749]",1997-01-08,False
3600,I Still Know What You Did Last Summer,en,5.2,865,14.413,"[27, 9648, 53]",1998-11-13,False
42446,Christmas Vacation 2000,it,5.2,223,6.262,"[35, 10749]",1999-12-17,False
16300,Down to Earth,en,5.2,203,9.79,"[35, 14, 878, 10749]",2001-02-16,False
329981,Shut In,en,5.2,447,11.66,"[18, 53]",2016-11-11,False
11540,Adventures of Arsene Lupin,fr,5.2,207,7.809,"[10749, 28, 12, 80, 9648]",2004-09-17,False
11523,View from the Top,en,5.2,308,11.395,"[35, 10749]",2003-03-21,False
43593,Piranha 3D,en,5.2,1224,17.825,"[35, 27]",2010-08-20,False
419700,Sandy Wexler,en,5.2,267,9.933,[35],2017-04-14,False
11361,Halloween 5: The Revenge of Michael Myers,en,5.2,539,11.006,"[27, 53]",1989-10-12,False
30178,Stuart Little 3: Call of the Wild,en,5.2,269,11.426,"[16, 35, 14, 10751]",2005-07-14,False
9356,Look Who's Talking Too,en,5.2,796,11.875,"[35, 10749]",1990-12-14,False
42425,A Spasso Nel Tempo,it,5.2,238,5.173,"[12, 35, 878]",1996-12-13,False
239573,Unfinished Business,en,5.2,547,13.228,[35],2015-03-05,False
326,Snakes on a Plane,en,5.2,996,17.985,"[28, 80, 18, 27, 9648, 53]",2006-08-06,False
10658,Howard the Duck,en,5.2,533,11.932,"[35, 14, 878]",1986-08-01,False
10329,Congo,en,5.2,447,15.678,"[28, 12]",1995-06-09,False
276839,Home Sweet Hell,en,5.2,272,7.799,"[35, 18]",2015-03-13,False
480105,47 Meters Down: Uncaged,en,5.2,556,28.075,[27],2019-08-15,False
19585,G-Force,en,5.2,1112,13.837,"[28, 12, 35, 14, 10751]",2009-07-21,False
9793,The Hills Have Eyes 2,en,5.2,740,14.142,"[27, 53]",2007-03-22,False
277355,Everly,en,5.2,316,9.075,"[28, 53]",2015-02-27,False
2157,Lost in Space,en,5.2,732,13.446,"[12, 878]",1998-04-03,False
76489,The Three Stooges,en,5.2,264,10.862,[35],2012-04-13,False
10906,Pet Sematary II,en,5.2,247,12.208,[27],1992-08-28,False
242310,Rage,en,5.2,480,12.54,"[28, 80, 53]",2014-05-09,False
178809,The Colony,en,5.2,701,12.082,"[28, 27, 878]",2013-04-12,False
354282,The Osiris Child,en,5.2,260,13.954,[878],2016-02-17,False
10802,Showgirls,en,5.2,568,14.031,[18],1995-09-22,False
395841,Hold the Dark,en,5.2,546,13.451,"[80, 9648, 53]",2018-09-22,False
295830,Attack on Titan,ja,5.2,275,13.559,"[28, 18, 14, 27, 878]",2015-08-12,False
329010,Emelie,en,5.2,501,8.631,"[27, 53]",2016-03-04,False
51481,Mean Girls 2,en,5.2,799,12.898,[35],2011-01-23,False
888,The Flintstones,en,5.2,1479,15.441,"[35, 14, 10751]",1994-05-26,False
426962,Room(h)ates,fr,5.2,221,7.003,[35],2017-04-19,False
11375,Hollywood Homicide,en,5.2,351,9.425,"[28, 12, 35, 53]",2003-06-09,False
11284,Freddy's Dead: The Final Nightmare,en,5.2,657,17.347,"[35, 27, 53]",1991-09-05,False
11597,Toys,en,5.2,323,10.37,"[35, 14, 878]",1992-12-18,False
505177,10x10,en,5.2,305,16.221,[53],2018-04-13,False
244566,Life After Beth,en,5.2,388,8.243,"[35, 27, 10749]",2014-08-15,False
10984,Valentine,en,5.2,281,9.74,"[27, 53]",2001-02-01,False
11811,Leprechaun,en,5.2,302,8.82,"[35, 27, 53]",1993-01-08,False
10891,Tremors 4: The Legend Begins,en,5.2,228,8.258,"[28, 35, 27, 37]",2004-01-02,False
9714,Home Alone 3,en,5.2,1793,23.124,"[35, 10751]",1997-12-12,False
9042,The Cave,en,5.2,469,13.531,"[28, 12, 27, 53]",2005-08-26,False
33107,And Soon the Darkness,en,5.2,224,11.811,"[80, 27, 9648, 53]",2010-02-25,False
2274,The Seeker: The Dark Is Rising,en,5.2,226,11.227,"[12, 18, 14, 53, 10751]",2007-10-05,False
13051,Max Payne,en,5.2,1217,18.728,"[28, 80, 18, 53]",2008-10-15,False
169020,Vive la France,fr,5.2,242,7.433,[35],2013-02-19,False
13121,Teeth,en,5.2,411,11.088,"[35, 27]",2008-01-18,False
243940,The Lazarus Effect,en,5.2,930,11.852,"[27, 9648, 878, 53]",2015-01-29,False
100241,"I, Frankenstein",en,5.2,1231,16.813,"[27, 53]",2014-01-22,False
94348,Alex Cross,en,5.2,472,12.016,"[28, 80, 9648, 53]",2012-10-18,False
430365,With Open Arms,fr,5.2,322,7.614,[35],2017-04-05,False
11237,Anacondas: The Hunt for the Blood Orchid,en,5.2,498,16.538,"[28, 12, 27, 53]",2004-08-26,False
11026,Exorcist: The Beginning,en,5.2,410,12.945,"[27, 9648, 53]",2004-08-20,False
475210,How It Ends,en,5.2,1204,14.79,"[28, 12, 9648, 878, 53]",2018-07-13,False
61012,Silent Hill: Revelation 3D,en,5.2,922,18.819,"[27, 9648, 53]",2012-10-10,False
37430,Conan the Barbarian,en,5.2,1164,20.414,"[28, 12, 14]",2011-08-17,False
333381,Return to Sender,en,5.2,278,8.297,"[18, 53]",2015-05-31,False
234212,Demonic,en,5.2,291,10.32,"[27, 53]",2015-02-12,False
10336,Spawn,en,5.2,677,12.103,"[28, 12, 14, 27, 878, 53]",1997-07-31,False
9626,Red Sonja,en,5.2,429,15.283,"[28, 12, 14]",1985-04-09,False
11231,The Next Karate Kid,en,5.2,501,10.631,[12],1994-07-18,False
301846,Howl,en,5.2,248,11.37,[27],2015-10-01,False
434555,The Possession of Hannah Grace,en,5.2,619,14.321,"[18, 27]",2018-11-29,False
42432,Christmas on the Nile,it,5.2,398,6.582,[35],2002-12-20,False
342281,Family for Rent,fr,5.2,271,6.662,"[35, 10749]",2015-08-19,False
353686,Visions,en,5.2,258,8.066,"[27, 53]",2015-08-28,False
11425,"Honey, We Shrunk Ourselves",en,5.2,375,9.728,"[28, 12, 35, 878, 10751]",1997-03-18,False
210908,All Cheerleaders Die,en,5.2,246,7.749,"[35, 27, 53]",2013-10-31,False
10118,Material Girls,en,5.2,315,11.29,[35],2006-08-18,False
1499,Teenage Mutant Ninja Turtles III,en,5.2,411,13.905,"[28, 12, 35, 14, 878, 10751]",1993-03-17,False
317091,November Criminals,en,5.2,375,11.09,"[80, 18, 9648, 53]",2017-12-08,False
301728,Infini,en,5.2,239,8.477,"[27, 878, 53]",2015-05-08,False
10642,Loser,en,5.2,245,11.222,"[35, 10749]",2000-07-21,False
180948,Vehicle 19,en,5.2,334,13.037,"[28, 53]",2013-03-07,False
86467,Bel Ami,en,5.2,351,8.885,"[18, 10749]",2012-03-09,False
42888,How Do You Know,en,5.2,555,9.392,"[35, 18, 10749]",2010-12-17,False
10048,Stealth,en,5.2,581,12.219,[28],2005-07-27,False
151368,Open Windows,en,5.2,294,9.053,"[53, 28, 80]",2014-07-04,False
102207,HOUBA! On the Trail of the Marsupilami,fr,5.2,567,9.442,"[12, 35, 10751]",2012-04-03,False
10134,Cyborg,en,5.2,311,15.274,"[28, 878]",1989-04-07,False
37534,The New Daughter,en,5.2,210,8.018,"[27, 53]",2009-12-18,False
345915,Once Upon a Time in Venice,en,5.2,354,12.246,"[28, 35, 9648, 53]",2017-06-08,False
26123,American Pie Presents: The Book of Love,en,5.2,1105,16.178,[35],2009-06-18,False
23823,Wrong Turn 3: Left for Dead,en,5.2,512,16.787,"[27, 53]",2009-10-20,False
11260,Meet Dave,en,5.2,869,11.365,"[12, 35, 878, 10751]",2008-07-08,False
10535,Spy Hard,en,5.1,319,11.292,"[28, 35]",1996-05-24,False
371307,Il professor Cenerentolo,it,5.1,205,6.889,[35],2015-12-07,False
277558,Final Girl,en,5.1,429,7.871,"[28, 18, 53]",2015-04-14,False
169209,Empire State,en,5.1,374,10.593,"[28, 18]",2013-09-03,False
301337,Downsizing,en,5.1,2326,14.114,"[35, 18, 878]",2017-12-22,False
401561,Mom and Dad,en,5.1,503,14.39,"[35, 27, 53]",2017-09-09,False
10808,Dr. Dolittle 2,en,5.1,1054,18.536,"[35, 14, 10749, 10751]",2001-06-22,False
9423,Virus,en,5.1,300,12.483,"[28, 27, 878]",1999-01-14,False
426285,Fullmetal Alchemist,ja,5.1,301,8.391,"[28, 14, 878]",2017-12-01,False
339404,The Layover,en,5.1,421,15.817,"[35, 10749]",2017-09-01,False
109091,The Counselor,en,5.1,1207,19.708,"[80, 18, 53]",2013-10-25,False
9978,Stormbreaker,en,5.1,438,12.292,"[28, 12, 10751]",2006-07-21,False
243938,Hot Tub Time Machine 2,en,5.1,588,13.341,[35],2015-02-20,False
